Date,Open,High,Low,Close,Volume,OpenInterest,Close_Spot,T_Annual,IV,Delta,Gamma,Theta,Vega
2026-09-09 10:32:00,14.8,14.8,14.8,14.8,0,10,274.9,0.03287671232876712,,,,,
2026-09-09 10:33:00,14.8,14.8,14.8,14.8,0,10,274.8,0.03287671232876712,,,,,
2026-09-09 10:34:00,14.8,14.8,14.8,14.8,0,10,274.9,0.03287671232876712,,,,,
2026-09-09 10:35:00,14.8,14.8,14.8,14.8,0,10,274.6,0.03287671232876712,,,,,
2026-09-09 10:36:00,14.8,14.8,14.8,14.8,0,10,274.8,0.03287671232876712,,,,,
2026-09-09 10:37:00,14.8,14.8,14.8,14.8,0,10,274.8,0.03287671232876712,,,,,
2026-09-09 10:38:00,14.8,14.8,14.8,14.8,0,10,274.8,0.03287671232876712,,,,,
2026-09-09 10:39:00,14.8,14.8,14.8,14.8,0,10,274.8,0.03287671232876712,,,,,
2026-09-09 10:40:00,14.8,14.8,14.8,14.8,0,10,274.7,0.03287671232876712,,,,,
2026-09-09 10:41:00,14.8,14.8,14.8,14.8,0,10,274.7,0.03287671232876712,,,,,
2026-09-09 10:42:00,14.8,14.8,14.8,14.8,0,10,274.6,0.03287671232876712,,,,,
2026-09-09 10:43:00,14.8,14.8,14.8,14.8,0,10,274.7,0.03287671232876712,,,,,
2026-09-09 10:44:00,14.8,14.8,14.8,14.8,0,10,274.6,0.03287671232876712,,,,,
2026-09-09 10:45:00,14.55,14.8,14.55,14.55,2,13,274.6,0.03287671232876712,,,,,
2026-09-09 10:46:00,14.55,14.55,14.55,14.55,0,13,274.7,0.03287671232876712,,,,,
2026-09-09 10:47:00,14.55,14.55,14.55,14.55,0,13,274.7,0.03287671232876712,,,,,
2026-09-09 10:48:00,14.55,14.55,14.55,14.55,0,13,274.8,0.03287671232876712,,,,,
2026-09-09 10:49:00,14.55,14.55,14.55,14.55,0,13,274.8,0.03287671232876712,,,,,
2026-09-09 10:50:00,14.55,14.55,14.55,14.55,0,13,274.9,0.03287671232876712,,,,,
2026-09-09 10:51:00,14.55,14.55,14.55,14.55,0,13,274.8,0.03287671232876712,,,,,
2026-09-09 10:52:00,14.55,14.55,14.55,14.55,0,13,274.9,0.03287671232876712,,,,,
2026-09-09 10:53:00,14.55,14.55,14.55,14.55,0,13,274.9,0.03287671232876712,,,,,
2026-09-09 10:54:00,14.55,14.55,14.55,14.55,0,13,274.9,0.03287671232876712,,,,,
2026-09-09 10:55:00,14.55,14.55,14.55,14.55,0,13,275.0,0.03287671232876712,,,,,
2026-09-09 10:56:00,14.8,14.8,14.8,14.8,1,15,275.0,0.03287671232876712,,,,,
2026-09-09 10:57:00,14.8,14.8,14.8,14.8,0,15,275.1,0.03287671232876712,,,,,
2026-09-09 10:58:00,14.8,14.8,14.8,14.8,0,15,275.1,0.03287671232876712,,,,,
2026-09-09 10:59:00,14.8,14.8,14.8,14.8,0,15,275.2,0.03287671232876712,,,,,
2026-09-09 11:00:00,14.8,14.8,14.8,14.8,0,15,275.2,0.03287671232876712,,,,,
2026-09-09 11:01:00,14.8,14.8,14.8,14.8,0,15,275.2,0.03287671232876712,,,,,
2026-09-09 11:02:00,14.8,14.8,14.8,14.8,0,15,275.1,0.03287671232876712,,,,,
2026-09-09 11:03:00,14.8,14.8,14.8,14.8,0,15,275.1,0.03287671232876712,,,,,
2026-09-09 11:04:00,14.8,14.8,14.8,14.8,0,15,275.1,0.03287671232876712,,,,,
2026-09-09 11:05:00,14.8,14.8,14.8,14.8,0,15,275.1,0.03287671232876712,,,,,
2026-09-09 11:06:00,14.8,14.8,14.8,14.8,0,15,275.1,0.03287671232876712,,,,,
2026-09-09 11:07:00,14.8,14.8,14.8,14.8,0,15,274.8,0.03287671232876712,,,,,
2026-09-09 11:08:00,14.8,14.8,14.8,14.8,0,15,275.0,0.03287671232876712,,,,,
2026-09-09 11:09:00,14.8,14.8,14.8,14.8,0,15,274.8,0.03287671232876712,,,,,
2026-09-09 11:10:00,14.8,14.8,14.8,14.8,0,15,274.9,0.03287671232876712,,,,,
2026-09-09 11:11:00,14.8,14.8,14.8,14.8,0,15,274.9,0.03287671232876712,,,,,
2026-09-09 11:12:00,14.8,14.8,14.8,14.8,0,15,274.9,0.03287671232876712,,,,,
2026-09-09 11:13:00,14.8,14.8,14.8,14.8,0,15,274.8,0.03287671232876712,,,,,
2026-09-09 11:14:00,14.7,14.7,14.7,14.7,2,16,275.1,0.03287671232876712,,,,,
2026-09-09 11:15:00,14.7,14.7,14.7,14.7,0,16,275.0,0.03287671232876712,,,,,
2026-09-09 11:16:00,14.7,14.7,14.7,14.7,0,16,275.0,0.03287671232876712,,,,,
2026-09-09 11:17:00,14.7,14.7,14.7,14.7,0,16,275.2,0.03287671232876712,,,,,
2026-09-09 11:18:00,14.7,14.7,14.7,14.7,0,16,275.2,0.03287671232876712,,,,,
2026-09-09 11:19:00,14.7,14.7,14.7,14.7,0,16,275.2,0.03287671232876712,,,,,
2026-09-09 11:20:00,14.7,14.7,14.7,14.7,0,16,275.1,0.03287671232876712,,,,,
2026-09-09 11:21:00,14.7,14.7,14.7,14.7,0,16,275.1,0.03287671232876712,,,,,
2026-09-09 11:22:00,14.7,14.7,14.7,14.7,0,16,274.9,0.03287671232876712,,,,,
2026-09-09 11:23:00,14.7,14.7,14.7,14.7,0,16,274.9,0.03287671232876712,,,,,
2026-09-09 11:24:00,14.7,14.7,14.7,14.7,0,16,274.9,0.03287671232876712,,,,,
2026-09-09 11:25:00,14.7,14.7,14.7,14.7,0,16,274.8,0.03287671232876712,,,,,
2026-09-09 11:26:00,14.7,14.7,14.7,14.7,0,16,274.9,0.03287671232876712,,,,,
2026-09-09 11:27:00,14.7,14.7,14.7,14.7,0,16,274.7,0.03287671232876712,,,,,
2026-09-09 11:28:00,14.7,14.7,14.7,14.7,0,16,274.7,0.03287671232876712,,,,,
2026-09-09 11:29:00,14.7,14.7,14.7,14.7,0,16,274.8,0.03287671232876712,,,,,
2026-09-09 11:30:00,14.7,14.7,14.7,14.7,0,16,274.9,0.03287671232876712,,,,,
2026-09-09 11:31:00,14.7,14.7,14.7,14.7,0,16,274.9,0.03287671232876712,,,,,
2026-09-09 11:32:00,14.7,14.7,14.7,14.7,0,16,274.8,0.03287671232876712,,,,,
2026-09-09 11:33:00,14.7,14.7,14.7,14.7,0,16,274.8,0.03287671232876712,,,,,
2026-09-09 11:34:00,14.7,14.7,14.7,14.7,0,16,274.6,0.03287671232876712,,,,,
2026-09-09 11:35:00,14.7,14.7,14.7,14.7,0,16,274.7,0.03287671232876712,,,,,
2026-09-09 11:36:00,14.7,14.7,14.7,14.7,0,16,274.6,0.03287671232876712,,,,,
2026-09-09 11:37:00,14.7,14.7,14.7,14.7,0,16,274.7,0.03287671232876712,,,,,
2026-09-09 11:38:00,14.7,14.7,14.7,14.7,0,16,274.6,0.03287671232876712,,,,,
2026-09-09 11:39:00,14.7,14.7,14.7,14.7,0,16,274.5,0.03287671232876712,,,,,
2026-09-09 11:40:00,14.7,14.7,14.7,14.7,0,16,274.6,0.03287671232876712,,,,,
2026-09-09 11:41:00,14.7,14.7,14.7,14.7,0,16,274.8,0.03287671232876712,,,,,
2026-09-09 11:42:00,14.7,14.7,14.7,14.7,0,16,274.9,0.03287671232876712,,,,,
2026-09-09 11:43:00,14.7,14.7,14.7,14.7,0,16,274.9,0.03287671232876712,,,,,
2026-09-09 11:44:00,14.7,14.7,14.7,14.7,0,16,274.9,0.03287671232876712,,,,,
2026-09-09 11:45:00,14.7,14.7,14.7,14.7,0,16,274.9,0.03287671232876712,,,,,
2026-09-09 11:46:00,14.7,14.7,14.7,14.7,0,16,275.0,0.03287671232876712,,,,,
2026-09-09 11:47:00,14.7,14.7,14.7,14.7,0,16,274.8,0.03287671232876712,,,,,
2026-09-09 11:48:00,14.7,14.7,14.7,14.7,0,16,274.7,0.03287671232876712,,,,,
2026-09-09 11:49:00,14.7,14.7,14.7,14.7,0,16,274.7,0.03287671232876712,,,,,
2026-09-09 11:50:00,14.7,14.7,14.7,14.7,0,16,274.7,0.03287671232876712,,,,,
2026-09-09 11:51:00,14.7,14.7,14.7,14.7,0,16,274.6,0.03287671232876712,,,,,
2026-09-09 11:52:00,14.7,14.7,14.7,14.7,0,16,274.8,0.03287671232876712,,,,,
2026-09-09 11:53:00,14.7,14.7,14.7,14.7,0,16,274.7,0.03287671232876712,,,,,
2026-09-09 11:54:00,14.7,14.7,14.7,14.7,0,16,274.9,0.03287671232876712,,,,,
2026-09-09 11:55:00,14.7,14.7,14.7,14.7,0,16,274.8,0.03287671232876712,,,,,
2026-09-09 11:56:00,14.7,14.7,14.7,14.7,0,16,274.8,0.03287671232876712,,,,,
2026-09-09 11:57:00,14.5,14.5,14.5,14.5,14,18,274.7,0.03287671232876712,,,,,
2026-09-09 11:58:00,14.45,14.45,14.45,14.45,2,18,274.7,0.03287671232876712,,,,,
2026-09-09 11:59:00,14.45,14.45,14.45,14.45,0,18,274.6,0.03287671232876712,,,,,
2026-09-09 12:00:00,14.45,14.45,14.45,14.45,0,18,274.9,0.03287671232876712,,,,,
2026-09-09 12:01:00,14.45,14.45,14.45,14.45,0,18,274.9,0.03287671232876712,,,,,
2026-09-09 12:02:00,14.7,14.7,14.7,14.7,4,6,274.8,0.03287671232876712,,,,,
2026-09-09 12:03:00,14.7,14.7,14.7,14.7,0,6,275.0,0.03287671232876712,,,,,
2026-09-09 12:04:00,14.7,14.7,14.7,14.7,0,6,274.9,0.03287671232876712,,,,,
2026-09-09 12:05:00,14.7,14.7,14.7,14.7,0,6,275.0,0.03287671232876712,,,,,
2026-09-09 12:06:00,14.7,14.7,14.7,14.7,0,6,275.0,0.03287671232876712,,,,,
2026-09-09 12:07:00,14.7,14.7,14.7,14.7,0,6,275.0,0.03287671232876712,,,,,
2026-09-09 12:08:00,14.7,14.7,14.7,14.7,0,6,274.9,0.03287671232876712,,,,,
2026-09-09 12:09:00,14.7,14.7,14.7,14.7,0,6,275.0,0.03287671232876712,,,,,
2026-09-09 12:10:00,14.7,14.7,14.7,14.7,0,6,275.0,0.03287671232876712,,,,,
2026-09-09 12:11:00,14.7,14.7,14.7,14.7,0,6,274.8,0.03287671232876712,,,,,
2026-09-09 12:12:00,14.7,14.7,14.7,14.7,0,6,274.7,0.03287671232876712,,,,,
2026-09-09 12:13:00,14.7,14.7,14.7,14.7,0,6,274.6,0.03287671232876712,,,,,
2026-09-09 12:14:00,14.7,14.7,14.7,14.7,0,6,274.7,0.03287671232876712,,,,,
2026-09-09 12:15:00,14.7,14.7,14.7,14.7,0,6,274.7,0.03287671232876712,,,,,
2026-09-09 12:16:00,14.75,14.8,14.75,14.8,6,7,275.0,0.03287671232876712,,,,,
2026-09-09 12:17:00,14.8,14.8,14.8,14.8,0,7,275.0,0.03287671232876712,,,,,
2026-09-09 12:18:00,14.8,14.8,14.8,14.8,0,7,274.8,0.03287671232876712,,,,,
2026-09-09 12:19:00,14.8,14.8,14.8,14.8,0,7,275.0,0.03287671232876712,,,,,
2026-09-09 12:20:00,14.8,14.8,14.8,14.8,0,7,274.8,0.03287671232876712,,,,,
2026-09-09 12:21:00,14.8,14.8,14.8,14.8,0,7,274.9,0.03287671232876712,,,,,
2026-09-09 12:22:00,14.8,14.8,14.8,14.8,0,7,275.0,0.03287671232876712,,,,,
2026-09-09 12:23:00,14.8,14.8,14.8,14.8,0,7,275.0,0.03287671232876712,,,,,
2026-09-09 12:24:00,14.8,14.8,14.8,14.8,0,7,275.1,0.03287671232876712,,,,,
2026-09-09 12:25:00,14.8,14.8,14.8,14.8,0,7,275.3,0.03287671232876712,,,,,
2026-09-09 12:26:00,14.8,14.8,14.8,14.8,0,7,275.7,0.03287671232876712,,,,,
2026-09-09 12:27:00,14.8,14.8,14.8,14.8,0,7,275.7,0.03287671232876712,,,,,
2026-09-09 12:28:00,14.8,14.8,14.8,14.8,0,7,275.5,0.03287671232876712,,,,,
2026-09-09 12:29:00,14.8,14.8,14.8,14.8,0,7,275.6,0.03287671232876712,,,,,
2026-09-09 12:30:00,14.8,14.8,14.8,14.8,0,7,275.2,0.03287671232876712,,,,,
2026-09-09 12:31:00,14.8,14.8,14.8,14.8,0,7,275.3,0.03287671232876712,,,,,
2026-09-09 12:32:00,14.8,14.8,14.8,14.8,0,7,275.3,0.03287671232876712,,,,,
2026-09-09 12:33:00,14.8,14.8,14.8,14.8,0,7,275.6,0.03287671232876712,,,,,
2026-09-09 12:34:00,14.8,14.8,14.8,14.8,0,7,275.6,0.03287671232876712,,,,,
2026-09-09 12:35:00,14.8,14.8,14.8,14.8,0,7,275.6,0.03287671232876712,,,,,
2026-09-09 12:36:00,14.8,14.8,14.8,14.8,0,7,275.4,0.03287671232876712,,,,,
2026-09-09 12:37:00,14.8,14.8,14.8,14.8,0,7,275.4,0.03287671232876712,,,,,
2026-09-09 12:38:00,14.8,14.8,14.8,14.8,0,7,275.5,0.03287671232876712,,,,,
2026-09-09 12:39:00,14.8,14.8,14.8,14.8,0,7,275.5,0.03287671232876712,,,,,
2026-09-09 12:40:00,14.8,14.8,14.8,14.8,0,7,275.6,0.03287671232876712,,,,,
2026-09-09 12:41:00,14.8,14.8,14.8,14.8,0,7,275.5,0.03287671232876712,,,,,
2026-09-09 12:42:00,14.8,14.8,14.8,14.8,0,7,275.6,0.03287671232876712,,,,,
2026-09-09 12:43:00,14.8,14.8,14.8,14.8,0,7,275.6,0.03287671232876712,,,,,
2026-09-09 12:44:00,14.8,14.8,14.8,14.8,0,7,275.6,0.03287671232876712,,,,,
2026-09-09 12:45:00,14.8,14.8,14.8,14.8,0,7,275.5,0.03287671232876712,,,,,
2026-09-09 12:46:00,14.8,14.8,14.8,14.8,0,7,275.6,0.03287671232876712,,,,,
2026-09-09 12:47:00,14.8,14.8,14.8,14.8,0,7,275.6,0.03287671232876712,,,,,
2026-09-09 12:48:00,14.8,14.8,14.8,14.8,0,7,275.6,0.03287671232876712,,,,,
2026-09-09 12:49:00,14.8,14.8,14.8,14.8,0,7,275.5,0.03287671232876712,,,,,
2026-09-09 12:50:00,14.8,14.8,14.8,14.8,0,7,275.6,0.03287671232876712,,,,,
2026-09-09 12:51:00,14.8,14.8,14.8,14.8,0,7,275.5,0.03287671232876712,,,,,
2026-09-09 12:52:00,14.8,14.8,14.8,14.8,0,7,275.5,0.03287671232876712,,,,,
2026-09-09 12:53:00,14.8,14.8,14.8,14.8,0,7,275.6,0.03287671232876712,,,,,
2026-09-09 12:54:00,14.8,14.8,14.8,14.8,0,7,275.7,0.03287671232876712,,,,,
2026-09-09 12:55:00,14.8,14.8,14.8,14.8,0,7,275.8,0.03287671232876712,,,,,
2026-09-09 12:56:00,14.8,14.8,14.8,14.8,0,7,275.8,0.03287671232876712,,,,,
2026-09-09 12:57:00,14.8,14.8,14.8,14.8,0,7,275.7,0.03287671232876712,,,,,
2026-09-09 12:58:00,14.8,14.8,14.8,14.8,0,7,275.8,0.03287671232876712,,,,,
2026-09-09 12:59:00,14.8,14.8,14.8,14.8,0,7,275.8,0.03287671232876712,,,,,
2026-09-09 13:00:00,14.8,14.8,14.8,14.8,0,7,276.0,0.03287671232876712,,,,,
2026-09-09 13:01:00,14.8,14.8,14.8,14.8,0,7,275.9,0.03287671232876712,,,,,
2026-09-09 13:02:00,14.8,14.8,14.8,14.8,0,7,276.0,0.03287671232876712,,,,,
2026-09-09 13:03:00,14.8,14.8,14.8,14.8,0,7,275.9,0.03287671232876712,,,,,
2026-09-09 13:04:00,14.8,14.8,14.8,14.8,0,7,275.8,0.03287671232876712,,,,,
2026-09-09 13:05:00,14.8,14.8,14.8,14.8,0,7,275.6,0.03287671232876712,,,,,
2026-09-09 13:06:00,14.8,14.8,14.8,14.8,0,7,275.7,0.03287671232876712,,,,,
2026-09-09 13:07:00,14.8,14.8,14.8,14.8,0,7,275.4,0.03287671232876712,,,,,
2026-09-09 13:08:00,14.8,14.8,14.8,14.8,0,7,275.6,0.03287671232876712,,,,,
2026-09-09 13:09:00,14.8,14.8,14.8,14.8,0,7,275.5,0.03287671232876712,,,,,
2026-09-09 13:10:00,14.8,14.8,14.8,14.8,0,7,275.5,0.03287671232876712,,,,,
2026-09-09 13:11:00,14.8,14.8,14.8,14.8,0,7,275.7,0.03287671232876712,,,,,
2026-09-09 13:12:00,14.8,14.8,14.8,14.8,0,7,275.6,0.03287671232876712,,,,,
2026-09-09 13:13:00,14.8,14.8,14.8,14.8,0,7,275.6,0.03287671232876712,,,,,
2026-09-09 13:14:00,14.8,14.8,14.8,14.8,0,7,275.7,0.03287671232876712,,,,,
2026-09-09 13:15:00,14.8,14.8,14.8,14.8,0,7,275.9,0.03287671232876712,,,,,
2026-09-09 13:16:00,14.8,14.8,14.8,14.8,0,7,275.7,0.03287671232876712,,,,,
2026-09-09 13:17:00,14.8,14.8,14.8,14.8,0,7,275.9,0.03287671232876712,,,,,
2026-09-09 13:18:00,14.8,14.8,14.8,14.8,0,7,275.9,0.03287671232876712,,,,,
2026-09-09 13:19:00,14.8,14.8,14.8,14.8,0,7,276.0,0.03287671232876712,,,,,
2026-09-09 13:20:00,14.8,14.8,14.8,14.8,0,7,276.0,0.03287671232876712,,,,,
2026-09-09 13:21:00,14.8,14.8,14.8,14.8,0,7,276.0,0.03287671232876712,,,,,
2026-09-09 13:22:00,14.8,14.8,14.8,14.8,0,7,275.8,0.03287671232876712,,,,,
2026-09-09 13:23:00,14.8,14.8,14.8,14.8,0,7,275.8,0.03287671232876712,,,,,
2026-09-09 13:24:00,14.8,14.8,14.8,14.8,0,7,275.9,0.03287671232876712,,,,,
2026-09-09 13:25:00,14.8,14.8,14.8,14.8,0,7,275.8,0.03287671232876712,,,,,
2026-09-09 13:26:00,14.8,14.8,14.8,14.8,0,7,275.7,0.03287671232876712,,,,,
2026-09-09 13:27:00,14.8,14.8,14.8,14.8,0,7,275.7,0.03287671232876712,,,,,
2026-09-09 13:28:00,14.8,14.8,14.8,14.8,0,7,275.8,0.03287671232876712,,,,,
2026-09-09 13:29:00,14.8,14.8,14.8,14.8,0,7,275.8,0.03287671232876712,,,,,
2026-09-09 13:30:00,14.8,14.8,14.8,14.8,0,7,275.9,0.03287671232876712,,,,,
2026-09-09 13:31:00,14.8,14.8,14.8,14.8,0,7,276.0,0.03287671232876712,,,,,
2026-09-09 13:32:00,14.8,14.8,14.8,14.8,0,7,275.8,0.03287671232876712,,,,,
2026-09-09 13:33:00,14.8,14.8,14.8,14.8,0,7,275.9,0.03287671232876712,,,,,
2026-09-09 13:34:00,14.8,14.8,14.8,14.8,0,7,275.9,0.03287671232876712,,,,,
2026-09-09 13:35:00,14.8,14.8,14.8,14.8,0,7,276.0,0.03287671232876712,,,,,
2026-09-09 13:36:00,14.8,14.8,14.8,14.8,0,7,275.8,0.03287671232876712,,,,,
2026-09-09 13:37:00,14.8,14.8,14.8,14.8,0,7,276.1,0.03287671232876712,,,,,
2026-09-09 13:38:00,14.8,14.8,14.8,14.8,0,7,276.1,0.03287671232876712,,,,,
2026-09-09 13:39:00,14.8,14.8,14.8,14.8,0,7,276.1,0.03287671232876712,,,,,
2026-09-09 13:40:00,14.8,14.8,14.8,14.8,0,7,276.1,0.03287671232876712,,,,,
2026-09-09 13:41:00,14.8,14.8,14.8,14.8,0,7,276.1,0.03287671232876712,,,,,
2026-09-09 13:42:00,14.8,14.8,14.8,14.8,0,7,276.3,0.03287671232876712,,,,,
2026-09-09 13:43:00,14.8,14.8,14.8,14.8,0,7,276.1,0.03287671232876712,,,,,
2026-09-09 13:44:00,14.8,14.8,14.8,14.8,0,7,276.1,0.03287671232876712,,,,,
2026-09-09 13:45:00,14.8,14.8,14.8,14.8,0,7,276.2,0.03287671232876712,,,,,
2026-09-09 13:46:00,14.8,14.8,14.8,14.8,0,7,276.0,0.03287671232876712,,,,,
2026-09-09 13:47:00,14.8,14.8,14.8,14.8,0,7,276.2,0.03287671232876712,,,,,
2026-09-09 13:48:00,14.8,14.8,14.8,14.8,0,7,276.1,0.03287671232876712,,,,,
2026-09-09 13:49:00,14.8,14.8,14.8,14.8,0,7,276.0,0.03287671232876712,,,,,
2026-09-09 13:50:00,14.8,14.8,14.8,14.8,0,7,276.0,0.03287671232876712,,,,,
2026-09-09 13:51:00,14.8,14.8,14.8,14.8,0,7,275.9,0.03287671232876712,,,,,
2026-09-09 13:52:00,14.8,14.8,14.8,14.8,0,7,275.9,0.03287671232876712,,,,,
2026-09-09 13:53:00,14.8,14.8,14.8,14.8,0,7,275.7,0.03287671232876712,,,,,
2026-09-09 13:54:00,14.8,14.8,14.8,14.8,0,7,275.6,0.03287671232876712,,,,,
2026-09-09 13:55:00,14.8,14.8,14.8,14.8,0,7,275.7,0.03287671232876712,,,,,
2026-09-09 13:56:00,14.8,14.8,14.8,14.8,0,7,275.7,0.03287671232876712,,,,,
2026-09-09 13:57:00,14.8,14.8,14.8,14.8,0,7,275.8,0.03287671232876712,,,,,
2026-09-09 13:58:00,14.8,14.8,14.8,14.8,0,7,275.7,0.03287671232876712,,,,,
2026-09-09 13:59:00,14.8,14.8,14.8,14.8,0,7,275.7,0.03287671232876712,,,,,
2026-09-09 14:00:00,14.8,14.8,14.8,14.8,0,7,275.8,0.03287671232876712,,,,,
2026-09-09 14:01:00,14.8,14.8,14.8,14.8,0,7,275.4,0.03287671232876712,,,,,
2026-09-09 14:02:00,14.8,14.8,14.8,14.8,0,7,275.4,0.03287671232876712,,,,,
2026-09-09 14:03:00,14.8,14.8,14.8,14.8,0,7,275.3,0.03287671232876712,,,,,
2026-09-09 14:04:00,14.8,14.8,14.8,14.8,0,7,275.3,0.03287671232876712,,,,,
2026-09-09 14:05:00,14.8,14.8,14.8,14.8,0,7,275.3,0.03287671232876712,,,,,
2026-09-09 14:06:00,14.8,14.8,14.8,14.8,0,7,275.3,0.03287671232876712,,,,,
2026-09-09 14:07:00,14.8,14.8,14.8,14.8,0,7,275.4,0.03287671232876712,,,,,
2026-09-09 14:08:00,14.8,14.8,14.8,14.8,0,7,275.4,0.03287671232876712,,,,,
2026-09-09 14:09:00,14.8,14.8,14.8,14.8,0,7,275.4,0.03287671232876712,,,,,
2026-09-09 14:10:00,14.8,14.8,14.8,14.8,0,7,275.8,0.03287671232876712,,,,,
2026-09-09 14:11:00,14.8,14.8,14.8,14.8,0,7,275.6,0.03287671232876712,,,,,
2026-09-09 14:12:00,14.8,14.8,14.8,14.8,0,7,275.8,0.03287671232876712,,,,,
2026-09-09 14:13:00,14.8,14.8,14.8,14.8,0,7,275.7,0.03287671232876712,,,,,
2026-09-09 14:14:00,14.8,14.8,14.8,14.8,0,7,275.3,0.03287671232876712,,,,,
2026-09-09 14:15:00,14.8,14.8,14.8,14.8,0,7,275.3,0.03287671232876712,,,,,
2026-09-09 14:16:00,14.9,14.9,14.9,14.9,10,7,275.3,0.03287671232876712,,,,,
2026-09-09 14:17:00,14.9,14.9,14.9,14.9,0,7,275.2,0.03287671232876712,,,,,
2026-09-09 14:18:00,14.9,14.9,14.9,14.9,0,7,275.3,0.03287671232876712,,,,,
2026-09-09 14:19:00,14.9,14.9,14.9,14.9,0,7,275.3,0.03287671232876712,,,,,
2026-09-09 14:20:00,14.9,14.9,14.9,14.9,0,7,275.3,0.03287671232876712,,,,,
2026-09-09 14:21:00,14.9,14.9,14.9,14.9,0,7,275.2,0.03287671232876712,,,,,
2026-09-09 14:22:00,14.9,14.9,14.9,14.9,0,7,275.3,0.03287671232876712,,,,,
2026-09-09 14:23:00,14.9,14.9,14.9,14.9,0,7,275.3,0.03287671232876712,,,,,
2026-09-09 14:24:00,14.9,14.9,14.9,14.9,0,7,275.3,0.03287671232876712,,,,,
2026-09-09 14:25:00,14.9,14.9,14.9,14.9,0,7,275.3,0.03287671232876712,,,,,
2026-09-09 14:26:00,14.9,14.9,14.9,14.9,0,7,275.2,0.03287671232876712,,,,,
2026-09-09 14:27:00,14.9,14.9,14.9,14.9,0,7,275.2,0.03287671232876712,,,,,
2026-09-09 14:28:00,14.9,14.9,14.9,14.9,0,7,275.3,0.03287671232876712,,,,,
2026-09-09 14:29:00,14.9,14.9,14.9,14.9,0,7,275.3,0.03287671232876712,,,,,
2026-09-09 14:30:00,14.9,14.9,14.9,14.9,0,7,275.4,0.03287671232876712,,,,,
2026-09-09 14:31:00,14.9,14.9,14.9,14.9,0,7,275.2,0.03287671232876712,,,,,
